brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
dell,dell latitude,14.0,i7,16.0,windows 10 pro,anti-glare,integrated,intel iris xe graphics,,,1457.0,512.0
dell,latitude e6410,14.1,i5,4.0,windows 7,hd audio,integrated,,,4.1,149.95,160.0
dell,g16 7620 laptop,16.0,i9,32.0,windows 11 pro,,integrated,nvidia geforce rtx 3070,,,1887.62,1000.0
asus,gm501gm-ws74,15.6,8032,16.0,windows 10 pro,,"integrated, dedicated",nvidia geforce gtx 1060,2.2,3.7,1999.0,1256.0
dell,latitude 5400,14.0,i5,8.0,chrome os,anti-glare,integrated,,,,286.43,128.0
lenovo,thinkbook 14 g4 aba,14.0,Ryzen 5,16.0,windows 11,anti-glare screen,radeon graphics,amd radeon graphics,,,849.0,256.0
dell,latitude 5420 laptop,14.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,808.55,512.0
dell,inspiron 5425,14.0,Ryzen 7,16.0,windows 11 pro,"backlit keyboard,fingerprint reader",integrated,,,,799.99,512.0
dell,63p78,14.0,i7,16.0,windows 10 pro,,integrated,,2.7,3.6,1899.0,256.0
dell,latitude 7000,14.0,i7,32.0,windows 10 pro,anti-glare screen,iris x graphics,,,,1225.48,512.0
lenovo,yoga 910,14.0,i7,8.0,windows 10,backlit keyboard,integrated,intel hd graphics 620,,3.6,1299.0,256.0
msi,ge66 raider 10sgs-288,15.6,i7,32.0,windows 10 home,anti-glare,dedicated,nvidia rtx 2080 super,2.3,4.4,3299.0,128.0
hp,hp pavilion x360,14.0,i5,8.0,windows 10,,integrated,intel uhd graphics,1.6,4.4,586.14,256.0
lenovo,thinkpad x1 carbon 4th generat,14.0,i7,8.0,windows 10 pro 64-bit,,dedicated,intel hd graphics 5500,2.6,,299.0,256.0
dell,dell latitude 7310,13.0,i5,16.0,windows 10 pro,"anti glare,fingerprint",integrated,,,,738.79,256.0
dell,precision 7770 laptop,17.3,i7,32.0,windows 11 pro,,dedicated,nvidia rtx a3000,,5.0,1689.18,1000.0
lenovo,thinkbook 14 g4 aba,14.0,Ryzen 5,8.0,windows 11,anti-glare screen,radeon graphics,amd radeon graphics,,,799.0,256.0
dell,precision 7760 laptop,17.3,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia rtx a4000,,,5.0,2992.63,2000.0
hp,zbook studio 16 g9,16.0,i7,32.0,windows 11 pro,anti-glare screen,"geforce rtx 3070 ti,iris xe graphics",nvidia intel geforce rtx 3070 ti iris xe graphics,,,1548.38,1024.0
dell,latitude 7420,14.0,i5,8.0,windows 10 pro,,integrated,,,2.6,889.99,1024.0
dell,dell xps 15 7590 laptop,15.6,i7,32.0,windows 10 pro,,dedicated,nvidia geforce gtx 1650,,3.7,1399.95,1024.0
dell,alienware x17 r2 laptop,17.3,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3080,,,2738.99,1000.0
lenovo,lenovo thinkpad,14.0,i5,8.0,windows 10 pro,,integrated,intel uhd graphics 620,1.7,1.0,499.0,320.0
dell,xps 9305 laptop,13.3,i5,8.0,windows 10 home,wifi & bluetooth,integrated,,,,656.52,256.0
dell,latitude 9330 2-in-1,13.3,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1685.69,1000.0
lenovo,t420,14.0,i5,4.0,windows 7,hd audio,integrated,ati mobility radeon 7500,,3.9,119.0,320.0
dell,vostro 7620 laptop,16.0,i7,24.0,windows 10 pro,,integrated,nvidia geforce rtx 3050,,,1245.99,1000.0
gigabyte,aorus 15g xc-8us2430sh,15.0,intel mobile cpu,32.0,windows 10 home,anti-glare,dedicated,,,4.1,1199.99,512.0
dell,inspiron 3515 laptop,15.6,Ryzen 7,8.0,windows 11 home,,integrated,amd integrated graphics,,,409.0,256.0
lenovo,thinkpad t15p gen 3,15.6,i7,16.0,windows 11,anti-glare screen,geforce rtx 3050,,,,2130.16,512.0
lenovo,thinkpad l14 gen 3,14.0,i7,16.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,,1615.85,512.0
asus,rog strix g15,15.6,i7,16.0,windows 10 home,,dedicated,nvidia ® geforce rtx™ 2060,,4.4,1229.99,512.0
dell,dell latitude,14.0,i7,16.0,windows 10 pro,,integrated,intel uhd graphics 620,1.9,,1274.77,512.0
dell,dell xps 15 9520,15.6,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3050 ti,,,1637.99,512.0
lenovo,thinkpad x1 yoga gen 7,14.0,i7,16.0,windows 11,information not available,iris xe graphics,intel iris xe graphics,,,2069.66,512.0
latitude,e7440,14.0,i5,8.0,windows 10,backlit keyboard,integrated,intel hd graphics,,2.7,133.55,256.0
dell,latitude 3340,13.3,i3,4.0,windows 7 professional,memory card slot,integrated,intel hd graphics 4400,,3.3,198.98,500.0
lenovo,lenovo thinkbook plus,13.3,i7,16.0,windows 10 pro,,integrated,intel uhd graphics,,1.0,999.99,512.0
dell,latitude 5430 laptop,14.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1046.99,1000.0
hp,dragonfly folio g3,13.5,i7,16.0,windows 11 pro,"corning gorilla glass 7, miracast technology",iris xe graphics,intel iris xe graphics,,,2742.99,512.0
dell,dell latitude,12.0,i7,8.0,windows 10 pro,,integrated,intel hd graphics 520,2.6,4.0,899.99,1024.0
lenovo,thinkbook 13s g4 iap,13.3,i5,8.0,windows 11 pro,,integrated,intel,1.7,,1049.0,256.0
dell,latitude 9520,15.0,i7,16.0,windows 10 pro,,integrated,integrated iris xe graphics,3,,1046.99,512.0
dell,g15 5521 laptop,15.6,i9,16.0,windows 11 home,,integrated,nvidia geforce rtx 3070 ti,,,1827.99,1000.0
dell,xps 9530 laptop,15.6,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4070,,,2772.99,2000.0
alienware,r1,15.6,i7,16.0,windows 10,anti-glare,integrated,,,3.9,2699.0,512.0
dell,dell inspiron,14.0,i7,16.0,windows 10,backlit kb,integrated,,,,988.99,256.0
lenovo,x230,12.5,i5,4.0,windows 7 professional,fingerprint reader,integrated,,,3.6,899.99,128.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,843.99,256.0
dell,xps 9520 laptop,15.6,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3050,,,1657.99,512.0
dell,latitude 7520 laptop,15.6,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1102.99,512.0
dell,latitude 5530 laptop,15.6,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,2498.23,2000.0
dell,latitude 3520,15.6,i5,16.0,windows 10 pro,,integrated,intel iris xe graphics,2.4,,877.99,256.0
dell,chromebook 11 3000,11.6,Celeron,4.0,chrome os,anti-glare screen,"hd graphics, integrated",intel hd graphics,,,195.97,256.0
hp,hp omen,15.6,i7,16.0,windows 10,anti-glare,dedicated,,,4.5,1999.0,512.0
dell,alienware x17 r2 laptop,17.3,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3080,,5.0,2931.99,1000.0
lenovo,lenovo thinkpad,14.0,i7,24.0,windows 10 pro,"anti-glare,fingerprint reader,stereo speakers",integrated,,,3.7,1599.0,1024.0
lg,14t90p-k.aab9u1,14.0,i7,16.0,windows 11 home,lightweight,integrated,,,4.1,1635.99,1024.0
dell,alienware x14 laptop,14.0,i7,32.0,windows 11 pro,,dedicated,nvidia geforce rtx 3060,,,2076.4,2000.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,731.97,256.0
lenovo,thinkpad l14 gen 3,14.0,i5,8.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,,1059.0,256.0
dell,latitude rugged 5430 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1354.99,512.0
dell,latitude 9330 2-in-1,13.3,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1540.99,512.0
lenovo,21em001gus,13.0,i7,32.0,windows 11 pro,,integrated,,,,2729.0,512.0
lenovo,lenovo thinkpad,17.3,i7,32.0,windows,backlit keyboard,integrated,,,,2273.0,512.0
dell,latitude,15.6,i7,8.0,windows 11 pro,anti-glare,integrated,intel iris xe graphics,,,1703.99,512.0
samsung,galaxy book odyssey,15.6,i7,16.0,windows 11 home,"backlit kb,fingerprint reader",dedicated,nvidia geforce rtx 3050 ti max-q graphics,,4.7,2388.42,1024.0
alienware,awm15-7830slv-pus,15.6,i7,16.0,windows 10 home,anti-glare,dedicated,nvidia geforce gtx 1060,,4.1,1799.95,1000.0
dell,latitude 5320 2-in-1,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,756.99,1000.0
dell,inspiron 5625 laptop,16.0,Ryzen 7,16.0,windows 11 pro,,integrated,amd integrated graphics,,,702.99,512.0
lenovo,thinkpad,14.0,i5,8.0,windows 10,"backlit keyboard,fingerprint reader","integrated, dedicated",intel graphics integrated,,3.3,374.99,256.0
lenovo,13w yoga,13.3,Ryzen 5,8.0,windows 11 pro,information not available,radeon graphics,amd radeon graphics,,,859.0,256.0
dell,inspiron 3511,15.6,i5,32.0,windows 11 home,,integrated,intel uhd graphics,1,,678.08,1024.0
dell,latitude,14.0,i5,16.0,windows 11 pro,"high definition audio, anti glare coating, memory card slot",integrated,,,5.0,841.99,512.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1347.47,512.0
dell,latitude 3320 laptop,13.3,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,730.99,256.0
dell,latitude 7430 laptop,14.0,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,4.0,941.99,1000.0
lenovo,thinkpad p15 gen 2,15.6,i7,32.0,windows 10 pro,anti-glare screen,rtx a2000,,,,2603.0,1024.0
dell,inspiron 3515,15.6,amd r series,8.0,windows 10 pro,,integrated,amd radeon graphics,2.1,,976.99,256.0
dell,xps 15 7590,15.6,intel core duo,32.0,windows 10 pro,"chiclet,fingerprint reader",dedicated,nvidia geforce gtx 1650,,3.0,1599.95,1024.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 home,,integrated,intel integrated graphics,,,1350.99,2000.0
lenovo,thinkpad e15,15.6,i7,24.0,windows 11 pro,,integrated,intel iris xe graphics,1.7,,1094.99,1000.0
dell,precision,15.6,i7,16.0,windows 10,,dedicated,radeon pro wx vega m gl,,1.0,1399.95,512.0
dell,inspiron 5425 laptop,14.0,Ryzen 7,16.0,windows 11 home,,integrated,amd integrated graphics,,5.0,800.19,512.0
razer,blade 15,15.6,i7,16.0,windows 10 home,backlit keyboard,rtx 3070,nvidia geforce trx 3070,,4.2,3099.0,512.0
dell,vostro 3520 laptop,15.6,i5,8.0,windows 11 pro,,integrated,intel integrated graphics,,,628.99,256.0
hp,hp elitebook,14.0,Cortex,1.0,windows 10,,integrated,intel iris,,,1194.77,1024.0
dell,alienware x14 laptop,14.0,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,2086.99,1000.0
dell,dell-7855-g7-512ssd,15.6,i7,16.0,windows 10 home,,dedicated,nvidia geforce gtx 1060,,5.0,1799.0,512.0
lenovo,lenovo 17.3 l,17.3,Ryzen 3,8.0,windows 10,"anti-glare,dolby",integrated,,,4.7,686.9,128.0
asus,asus rog zephyrus,15.6,i7,16.0,windows 10 pro,,rtx 2070 super,nvidia geforce rtx 2070 max-q,,3.5,1999.99,1024.0
dell,dell inspiron 16 5625,16.0,Ryzen 7,32.0,windows 11 home,,integrated,amd radeon graphics,,,925.99,1000.0
dell,alienware m15 r3 laptop,15.6,i7,16.0,windows 10 home,wifi & bluetooth,nvidia geforce rtx 2070 super,,,,1499.95,512.0
asus,zenbook 14,14.0,i5,8.0,windows 10 home,,integrated,intel uhd graphics,4.2,4.3,1099.0,512.0
lenovo,lenovo ideapad,15.6,Ryzen 7,8.0,windows 10,anti-glare,integrated,,2,3.9,599.0,0.5
dell,latitude 7320 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,683.99,256.0
lenovo,thinkpad t14 g1,14.0,i7,16.0,windows 10 pro,,integrated,,1.8,3.5,695.77,512.0
lenovo,lenovo thinkpad p1 gen 5,16.0,i7,16.0,windows 11 pro,backlit keyboard,integrated,intel iris xe graphics,,,1799.0,512.0
dell,awm17-7296wht-pus,17.3,i7,16.0,windows 10 home,,dedicated,nvidia rtx 2070,,4.4,2395.0,1024.0
acer,cb315-1ht,15.6,Celeron,4.0,chrome os,,integrated,intel hd grpahics 500,,3.9,258.9,32.0
dell,dell latitude 5520,15.6,i5,32.0,windows 10 pro,,dedicated,intel iris xe graphics,,4.0,1038.28,1024.0
asus,rog strix scar 15,15.6,Ryzen 9,32.0,windows 10 pro,,geforce rtx 3080,nvidia geforce rtx 3080,,4.1,2099.99,1024.0
dell,inspiron 5625 laptop,16.0,Ryzen 7,32.0,windows 11 home,,integrated,amd integrated graphics,,,765.11,1000.0
dell,inspiron 3515,15.6,amd r series,8.0,windows 10 home,,integrated,amd radeon graphics,2.1,5.0,1012.99,512.0
dell,latitude 7520 laptop,15.6,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1068.99,512.0
lenovo,thinkpad l14 gen 3,14.0,i7,16.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,,1220.99,256.0
dell,latitude 7430 laptop,14.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1773.99,1000.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,1031.99,2000.0
dell,inspiron 5625 laptop,16.0,Ryzen 7,32.0,windows 11 pro,,integrated,amd integrated graphics,,,911.99,512.0
dell,latitude 3000,15.6,i7,8.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,919.99,256.0
dell,latitude 7330 laptop,13.3,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,692.99,256.0
dell,dell xps,13.3,8032,16.0,windows 10 pro,,integrated,,,5.0,1275.81,256.0
hp,elite dragonfly,13.3,i5,16.0,windows 10 pro,,integrated,intel uhd graphics 620,1.6,4.3,1341.77,1024.0
dell,latitude 5520,15.6,i5,16.0,windows 11 pro,backlit kyb,integrated,intel iris xe graphics,,,1690.99,256.0
msi,summit e14evo a12m-025,14.0,i7,16.0,windows 11 pro,,integrated,intel iris xe graphics,,,936.79,512.0
msi,gp66 leopard,15.6,i7,32.0,windows 10 home,,dedicated,nvidia geforce rtx 3070,2.3,,2699.0,1024.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1424.99,512.0
dell,alienware m17 ryzen edition r5 laptop,17.3,Ryzen 7,32.0,windows 11 home,,integrated,nvidia geforce rtx 3080,,,2220.99,1000.0
dell,latitude 5430 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,956.99,256.0
dell,dell latitude,13.3,8032,8.0,windows 10,,,,,3.2,963.72,256.0
dell,latitude 5320 laptop,13.3,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1102.99,512.0
dell,latitude 5580,15.6,i7,8.0,windows 10 pro 64 bit-multi-language support english/french/spanish.,,integrated,integrated graphics,,,368.98,256.0
dell,precision 7760 laptop,17.3,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia rtx a3000,,,,1744.99,512.0
lenovo,lenovo thinkpad,11.6,Celeron,4.0,windows,,dedicated,,1,,369.0,512.0
dell,dell xps 15 9520,15.6,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3050 ti,,,2999.0,1024.0
hp,hp pavilion,15.6,i5,6.0,windows 10,backlit keyboard,integrated,intel hd graphics 520,,3.3,399.0,1024.0
hp,elitebook 645 g9,15.6,Ryzen 5,16.0,windows 10 pro,anti-glare screen,radeon graphics,amd radeon graphics,,,1296.0,512.0
dell,latitude 7330,13.0,i7,16.0,windows 11 pro,anti-glare,integrated,,4.8,,1999.0,512.0
dell,latitude 5330,13.3,i7,16.0,windows 11 pro,anti-glare,integrated,intel iris xe graphics,,5.0,1699.0,512.0
dell,latitude rugged 5424 laptop,14.0,i7,32.0,windows 10 pro,wifi & bluetooth,amd radeon rx 540,,,,1929.95,1000.0
dell,alienware m18 laptop,18.0,i7,16.0,windows 11 pro,,integrated,nvidia geforce rtx 4060,,,2214.99,1000.0
lenovo,lenovo thinkpad,14.0,i7,16.0,windows 10 pro,,integrated,,3,,1099.0,512.0
dell,precision 5000,17.0,i7,16.0,windows 11,anti-glare screen,rtx a2000,nvidia rtx a2000,,,2460.15,512.0
hp,zbook firefly 16 g9,16.0,i7,32.0,windows 11 pro,anti-glare screen,"t500,iris xe graphics",nvidia intel t500 iris xe graphics,,,2759.0,1024.0
dell,latitude,15.6,i5,8.0,windows 10 pro,,integrated,intel iris xe graphics,,5.0,1293.59,512.0
dell,g16 7620 laptop,16.0,i9,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,1799.0,1000.0
hp,1fx81ut#aba,11.6,8032,2.0,unknown,alcohol-free,integrated,intel hd graphics 400,,4.2,228.0,1024.0
dell,dell xps,15.6,intel core m-5y10 processor,32.0,windows 10,fingerprint,dedicated,nvidia,,5.0,1799.95,1024.0
dell,alienware m18 laptop,18.0,i7,32.0,windows 11 home,,integrated,nvidia geforce rtx 4060,,,2340.99,1000.0
hp,hp elitebook,13.3,i7,16.0,Windows 11,,integrated,intel uhd graphics premium,1.1,,2499.0,256.0
dell,latitude 7320 detachable 2-in-1,13.0,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1030.99,256.0
hp,elitebook,15.6,8032,8.0,windows 10 pro,,dedicated,,,,1699.0,256.0
dell,precision 7770 laptop,17.3,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1657.21,256.0
msi,prestige 15 a11sc-034,15.6,i7,16.0,win 10 multi-language /free upgrade to win 11,ergonomic,dedicated,nvidia geforce gtx 1650,,,928.68,1024.0
dell,vostro 3510,15.6,i5,16.0,windows 10 pro,anti-glare,integrated,,,5.0,751.06,512.0
asus,ux461un-ds74t,14.0,i7,16.0,windows 10 home,"nano-edge bezel,stylus pen",dedicated,,,3.5,1799.0,512.0
lenovo,thinkpad e14 gen 4,14.0,i5,8.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,949.0,256.0
dell,latitude rugged extreme 7220 laptop,11.6,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1159.95,256.0
lenovo,lenovo thinkpad,13.3,i7,16.0,windows 10 pro,,integrated,intel uhd graphics,1.8,,1799.0,512.0
dell,latitude 5330 laptop,13.3,i5,8.0,windows 11 pro,,integrated,intel integrated graphics,,,658.99,256.0
dell,inspiron 7420 2-in-1,14.0,i7,16.0,windows 11 home,,integrated,intel integrated graphics,,,787.99,512.0
dell,precision 5000,14.0,i7,16.0,windows 10 pro,"infinityedge, anti-glare screen",rtx a1000,nvidia rtx a1000,,,2508.39,512.0
hp,hp envy laptop 13-aq0005nr,13.3,i7,8.0,windows 10 home,fingerprint reader,integrated,intel uhd graphics 620,,4.1,1399.0,256.0
dell,precision 7750 laptop,17.3,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia quadro rtx 3000,,,,1799.95,1000.0
dell,precision 3000,15.6,i7,16.0,windows 10 pro,microphone,,,,,1790.16,1024.0
dell,latitude,15.6,i7,16.0,windows 11 pro,"backlit kb,fingerprint",integrated,,,,1169.77,1024.0
dell,inspiron 3511 laptop,15.6,i5,8.0,windows 11 home,wifi & bluetooth,integrated,,,,533.02,256.0
lenovo,20fn002jus,14.0,i5,4.0,windows 10 dg windows 7 pro 64,"backlit keyboard,fingerprint reader","integrated, dedicated",,,3.7,750.0,256.0
dell,xps7390-7954slv-pus,13.4,i7,32.0,windows 10 home,,integrated,intel® iris plus graphics,,4.0,1799.0,512.0
hp,elitebook 860 g9,16.0,i5,16.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1764.96,256.0
dell,latitude 3320 laptop,13.3,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,730.99,512.0
dell,latitude 5580,15.6,i7,16.0,windows 10 pro 64 bit-multi-language support english/french/spanish.,,integrated,integrated graphics,,,412.98,512.0
acer,predator helios 300 ph315-54,15.6,i7,16.0,windows 10 pro,multi-touch gesture,geforce rtx 3070,,,,1829.99,1024.0
dell,latitude 3420 laptop,14.0,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,672.99,256.0
hp,hp elitebook,14.0,i7,16.0,windows 10 pro,,integrated,,1.1,,2799.0,512.0
dell,precision 7560 laptop,15.6,i9,32.0,windows 10 pro,wifi & bluetooth,nvidia t1200,,,,4000.0,1000.0
asus,gu502lv-bi7n8,15.6,i7,16.0,windows 10,"anti-glare,narrow bezel",dedicated,,,3.4,2299.0,1024.0
hp,elitebook 820g3,12.5,i5,16.0,windows 10 pro 64 bit multi-language support english/french/spanish,,integrated,integrated graphics,,,322.98,1000.0
msi,gs75 stealth-242,17.3,i7,32.0,windows 10 home,,dedicated,nvidia geforce rtx 2080,2.6,5.0,3399.0,1024.0
acer,acer swift,15.6,Ryzen 7,8.0,windows 10 home,,dedicated,amd radeon rx 540,,4.0,1399.0,256.0
dell,latitude 7330 laptop,13.3,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,843.99,256.0
dell,dell inspiron,15.6,Celeron,8.0,windows 10,,integrated,intel uhd graphics,,4.2,877.99,256.0
dell,g15,15.6,Ryzen 7,32.0,windows 10 home,"anti- glare,backlit keyboard.tikbot",dedicated,,,3.7,1429.99,1024.0
dell,precision 7760 laptop,17.3,i7,32.0,windows 10 pro,wifi & bluetooth,integrated,,,,1778.99,1000.0
dell,v3500,15.6,i7,16.0,windows 10,,integrated,intel iris xe graphics,,4.0,943.69,512.0
lenovo,lenovo ideapad,14.0,Pentium,4.0,windows 10,,integrated,intel hd graphics 610,,3.3,377.91,500.0
asus,ux533fd-dh74,15.6,i7,8.0,windows 10 home,nanoedge bezel,dedicated,,,4.0,1999.0,512.0
dell,inspiron,15.6,i5,16.0,windows 11 home,,integrated,intel iris xe graphics,,3.5,649.99,1024.0
dell,inspiron 7420 2-in-1,14.0,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,823.99,512.0
shoxlab,m17r3,17.3,i7,32.0,windows 10,,dedicated,geforce rtx 2060,,4.7,2299.95,1024.0
dell,latitude 7420 laptop,14.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1056.99,256.0
hp,elitebook 840g1,14.0,i7,16.0,windows 10 pro 64 bit multi-language support english/french/spanish,,integrated,integrated graphics,,,319.98,1000.0
lenovo,slim 7,16.0,i7,16.0,windows 11 pro,"hd audio, backlit keyboard, memory card slot, numeric keypad",dedicated,,,,1304.1,1024.0
asus,rog zephyrus s gx701,17.3,i7,16.0,windows 10 pro,,dedicated,nvidia geforce rtx 2080,,4.0,3399.0,1024.0
dell,5401,14.0,i5,8.0,windows 10 pro,fingerprint reader,integrated,,,5.0,1499.0,256.0
dell,7404-i5-8-256-1.9-w10p,14.0,i5,8.0,windows 10 pro,,integrated,integrated intel hd graphics,1.9,3.7,899.95,256.0
dell,inspiron 3000,15.6,i5,32.0,windows 11 home,,integrated,intel uhd graphics,1,,975.0,1024.0
hp,hp spectre,15.6,i7,16.0,windows 11,,integrated,intel iris xe graphics,,,2199.0,1024.0
dell,latitude 5530 laptop,15.6,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1162.99,256.0
gizpro,hp elitebook,14.0,i7,32.0,windows 10 pro,anti-glare,integrated,,,2.5,2699.0,256.0
dell,alienware m16 laptop,16.0,i9,16.0,windows 11 home,,dedicated,nvidia geforce rtx 4080,,,2720.99,1000.0
dell,latitude 5431 laptop,14.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1009.99,512.0
asus,asus vivobook,15.6,i5,8.0,windows 10,"backlit keyboard,fingerprint reader,full hd anti-glare",dedicated,,,5.0,1199.0,512.0
dell,3593,15.6,i3,16.0,windows 11 home,anti-glare,integrated,intel uhd graphics,,4.5,508.99,256.0
hp,spectre,16.0,i7,16.0,windows 11 home,"backlit keyboard,pen",integrated,,,1.0,1351.42,1024.0
hp,3v2u0ut#aba,14.0,Celeron,4.0,chrome os,,integrated,intel hd graphics 400,2.8,4.0,473.22,32.0
dell,dell latitude,15.6,i7,32.0,windows 10 pro,anti-glare,integrated,,,,1764.99,512.0
dell,dell inspiron,15.6,Celeron,16.0,windows 10 home,,intel uhd graphics,intel uhd graphics,,3.6,919.99,1024.0
maingear,vector pro,17.3,i7,32.0,windows 10,,dedicated,nvidia geforce rtx 3080,,3.7,2000.07,1024.0
dell,dell latitude,13.3,i5,8.0,windows 10 pro,,integrated,intel iris,2.6,,680.0,256.0
dell,precision 5550 laptop,15.6,i7,16.0,windows 10 pro,wifi & bluetooth,nvidia quadro t2000,,,5.0,2500.0,512.0
dell,dell latitude,15.6,i5,8.0,windows 10 pro,fingerprint reader,integrated,intel uhd graphics 620,,1.0,959.99,500.0
lg,16z90q-n.apb7u1,16.0,i7,16.0,windows 11 pro,,integrated,,4.7,,1299.99,1024.0
dell,dell inspiron,16.0,i7,32.0,windows 10 home,"backlit keyboard,fingerprint reader",,,4.6,3.7,1599.0,500.0
dell,dell xps 13 9380,13.3,i7,8.0,windows 10 home,,integrated,intel uhd graphics 620,2133,3.9,1087.37,1000.0
dell,latitude 7320 detachable 2-in-1,13.0,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,5.0,1568.39,128.0
msi,katana gf66 11ue-856,15.6,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,4.6,,1299.0,1024.0
dell,latitude 7430 laptop,14.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1513.99,512.0
dell,precision 3570 laptop,15.6,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,975.99,512.0
dell,g16 7630 laptop,16.0,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4070,,,1681.34,1000.0
dell,latitude 5320 laptop,13.3,i7,32.0,windows 10 pro,wifi & bluetooth,integrated,,,,1074.99,2000.0
acer,pt515-51-75l8,15.6,i7,16.0,windows 10 home,,dedicated,nvidia geforce rtx 2080,,3.9,3399.0,512.0
dell,inspiron 3515,15.6,Ryzen 5,12.0,windows 11 pro,anti-glare,integrated,,,4.5,981.99,256.0
dell,latitude 5000,13.3,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1273.99,512.0
dell,precision 7770 laptop,17.3,i7,32.0,windows 11 pro,,dedicated,nvidia rtx a1000,,,2359.99,2000.0
dell,latitude 7320 laptop,13.3,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,966.99,1000.0
lenovo,thinkpad e590,15.6,i7,16.0,windows 10,,integrated,intel uhd graphics 620,,4.5,749.95,512.0
dell,latitude,15.6,i5,32.0,windows 10 pro,backlit keyboard,integrated,,,,1499.0,1024.0
msi,summit e15 a11scst-461,15.6,i7,16.0,windows 10 pro,thin bezel,dedicated,,,,1799.0,1024.0
dell,alienware m15 r7 laptop,15.6,i9,16.0,windows 11 home,,integrated,nvidia geforce rtx 3080,,,2192.99,512.0
shoxlab,m15r5,15.6,Ryzen 9,32.0,windows 11,,dedicated,nvidia geforce rtx 3070,,4.0,1479.0,1024.0
msi,cyborg1512043sku,15.6,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 4060,,,2199.0,1024.0
lenovo,yoga,15.6,i5,8.0,windows 10 home,"backlit keyboard,fingerprint reader",integrated,,,1.0,714.0,512.0
